"Marker.A","Marker.B"
2413.82306771491,1445.49236161362
2922.91881400892,2134.54394042908
5497.22243159473,4893.37790911553
174.217293233483,54.0488096729986
211.579610188733,4.08296916751897
539.544560247474,162.712385141226
3641.79043239808,2856.98693045612
2527.50334141826,1195.1780538386
5305.12034964703,4515.44049577756
563.861620559783,69.6126030343333
2626.72518459352,1790.32134180111
1589.29692999814,1129.16331472416
511.5904254294,107.006132538839
1298.84458409783,605.128370976153
3424.28941796652,2305.09886040692
475.009613220585,445.771297131007
3137.62445259163,2332.95198670812
607.536169396992,135.869894772587
3231.01529528865,1979.67409012447
2630.03176649422,1633.95575031633
635.189692175746,281.805723433413
2553.29305450005,2094.72488468644
298.117153202671,17.3425126026301
581.896536537132,255.569614624306
2629.79121665003,2422.81773383084
2340.30076906282,1295.06930941225
4728.30380094297,2747.95952605217
237.940666783414,59.5466691460935
2638.3877876773,1631.77277670201
2631.71501327622,2290.78825560195
688.903734775771,210.050572222065
2814.7394245083,2497.28138934143
697.650611822695,138.740100821041
6300.64807287309,6291.73421083483
448.197713832834,41.3552223601179
668.614454301252,448.479801430252
7579.35324032885,6158.8962238599
254.592872752167,109.795487712688
382.640806297713,48.9552045729255
302.655950927531,100.13380819747
359.736449458616,61.9317699469214
167.183675249657,29.833972729
1176.65805845765,649.232523072818
3739.78002211623,2356.19661315686
2536.58071107025,2581.24502261803
2971.31238478936,2732.96168881307
2818.61682306052,2044.75904418096
878.811363889627,542.751921218908
2542.92291760035,1555.85380544854
607.71650651422,26.7212140567331
6094.11841941987,3760.37417784767
625.691360296433,416.018175276611
402.449137615684,293.448249376438
1843.91984325611,1512.71986384713
617.54555679633,410.803293864631
402.328900326547,20.212718651084
1534.80140146815,1079.39960140519
2874.46503050153,2437.49216757152
242.509495605842,10.106359325542
2976.39223149885,2594.18116255473
1237.58596207634,1045.15925601025
439.270424402773,105.631667670565
3363.18102669878,2563.17485214396
480.931083321087,261.350452158516
841.749602524264,489.390343980046
4056.74373063088,2755.76163545149
2718.40267414505,2274.94148417951
711.988391099142,123.459285520821
675.708190929646,45.236064341126
1419.22758803391,924.48932566328
3983.25138781045,2804.23173477679
3978.74265881611,2887.83153911767
3005.00772785661,2241.55007296791
162.584758880228,28.9850385456545
2828.08527437408,2247.33091050212
4624.00211105821,3560.95549563607
7042.6344539491,4131.03501247125
6153.66338723224,2120.55673912253
892.818500029187,634.881492830549
255.945514030241,37.7977838775271
339.236763136346,121.842268028734
4269.01466759919,3253.68174670229
2824.26778748518,1503.98796938986
3660.63701593478,2200.59910498082
1454.18529092177,1198.29081251086
3214.96408760081,2660.55973060489
2728.9230417985,2450.91341275584
4743.27298592744,3362.42617304513
4984.33945530711,3419.02178526816
4296.33769777288,3008.62274577655
3634.12565332044,2178.97149602416
6610.66835077901,6502.87626986405
2820.23985711557,2387.84973056446
3065.0940080843,2574.93865439889
2874.70527928208,1752.56398336089
1879.17800765147,1260.14173158318
3954.36553630867,3735.51253390684
2609.8325040465,2398.56247144953
2776.47513971975,2613.58537245977
3252.53682922028,2614.43430664311
3103.20776105546,2109.23761667792
597.737225478359,227.352659387393
514.385838911208,248.414312221822
3424.58987947402,2786.76794586225
2218.29458053987,1465.01784783057
453.367729100947,154.303894182375
3383.07952657536,1901.9359741924
4974.3302937055,3610.23410370742
931.473339617943,440.152161346005
3424.28941796652,3252.75196164435
3047.72022784891,2664.23844539938
210.257056457659,8.52976727075745
2999.35676343195,2230.190525086
568.941467269281,79.0721553630406
543.63247754631,96.6976460267859
1097.03387732192,631.324054347958
2302.03663480609,1310.95650627201
828.193384443684,385.820373611892
1522.92835490367,1204.23335179428
340.950078648876,85.2168218329702
2689.33648552604,2411.74116401004
2611.45583916518,1619.96854900978
3667.03943519183,2573.56418953062
2649.38925501912,2369.05190221895
4086.41114332853,2703.49154501979
914.310078129165,361.524685793289
2849.60680830572,1593.04520776653
855.907044683484,450.177669796943
2510.24968557314,1768.20862759683
269.261295165502,21.7084598312642
2964.72962841508,2519.03027461
862.940643850832,586.532669817156
2524.52732738854,1984.64641891264
1037.87931377794,231.759032053329
140.762518826885,12.4510346890678
3444.45827298713,2627.16831939329
675.738222027215,238.510080082791
3674.79423229627,3160.5011137208
2982.85486348286,2030.36758850139
508.734912119502,178.07405131605
2402.25078372156,1477.30718077043
393.64208547476,140.03371481471
464.27883971938,64.3977216223536
756.083751631853,489.83502379037
469.028043291991,304.363117448023
5676.18910715736,2674.54693191144
3274.14868224235,2337.27750849945
5234.69433994675,3524.69387837603
1642.80045385155,1090.31446947677
2559.18456876889,2316.29670653962
2733.22132731214,2471.53038577995
1120.11853364529,642.764453104471
5682.80166883148,5118.83057294972
219.755444786404,67.7530329184336
3098.03789631917,2553.59402350335
3098.03789631917,2775.81265235337
7646.77403282684,5054.27114957816
547.990900520987,489.511620291953
2738.45170583902,2341.68388116538
3448.0954227588,2046.49733798495
655.899784345766,601.570932493562
1537.86728299285,834.542727665957
513.664452809341,273.72063597298
118.278992499767,36.342468134649
206.379545006575,33.9977927711233
312.334695189981,134.455004467011
2279.91387679581,1626.11321547971
3724.36044593414,2970.74411102442
2170.02113414971,1725.68106755495
6342.87947317702,3603.07880130493
187.112243856765,0.687232434136856
2995.35893942582,2440.36237361998
3855.5341726677,3003.69084242569
653.795725868257,463.801042167774
3127.04387221123,2230.35222683521
2400.02637505605,1392.45418787318
7450.97488944414,5436.61493558207
7893.8822472291,4466.52571664194
460.461465729341,8.93402164377913
3593.6371103982,1924.57421908161
248.100322569457,45.5190424022412
482.644398833618,45.6403187141477
9997.26453581447,9871.3258330672
5634.49841714148,4099.82657487397
458.3874383494,258.358969798156
405.78560008213,36.6254461957642
3353.38200751424,1976.5209060149
3117.15483499989,1869.23179541495
6173.77202952589,4909.10340422608
223.84336208524,9.74253038982249
2898.45137241105,2321.10733357858
292.526326239056,104.540180863406
2626.33440399559,1896.84236909233
3015.16742127561,2120.23333562411
1318.53264049371,776.330097950835
4514.1093684121,3273.16680748194
799.03695200015,285.605714539817
2283.37053891844,1346.00536041299
2799.65011513356,2552.98764194382
3820.78691326055,2761.90630192142
3130.83125273665,2131.3099054449
3057.30880355275,2580.11311037357
4088.15460283749,2949.68245818999
233.041157191143,12.1680566279526
321.712827413112,159.720902780866
2636.52420377806,1832.8893272803
509.396198393277,296.399306299496
2031.24238947,1492.99225044367
577.778588140728,484.943545876808
3486.41961921067,2372.00295914201
2804.06852503746,1920.04657010377
2259.68465851643,2005.26339193674
4586.57960019248,3248.58814160222
2989.01673289573,1866.60414199031
378.763294846629,95.1210539720013
360.728378869279,10.4701882612615
1517.87861455765,1117.80376684225
409.182162376668,210.737804656202
492.052599787272,98.9614705157073
3041.34791495534,2233.46498550748
2773.28898327297,1602.50476009524
322.253876397751,79.2338571122493
1564.43870780233,1438.78173902146
2686.18043544273,1672.5620429399
3939.45686511478,2873.64221062461
3210.30512785272,1780.90221490971
2350.82113671628,1532.08364831487
5400.97600032191,3508.92795782818
2813.98796967591,2435.1879176453
996.068348839969,888.753239088164
2374.65724787204,1533.94321843077
632.063673190005,183.208081853425
3261.97517417037,2598.54710978336
7652.69535239553,2537.7472520809
3161.18990753974,2233.46498550748
3354.79489915222,2463.243171133
332.413532183794,3.43616217068428
2328.06704826388,1584.39416418387
2593.57115394158,2302.8754613553
192.312309038924,20.69782389871
1040.16370937268,625.502791376446
3006.81109902889,1862.64244913469
3906.69331399714,2625.59172733851
2934.6714351195,2638.4874418379
296.734480827028,84.448738524229
