"Marker.A","Marker.B"
6083.6576623661,4380.37910975102
4421.07919994954,3348.23684455207
2821.41219890938,2242.96496327349
4667.10539164844,3447.19831506777
4475.06352242769,3342.21345439404
2069.83724212953,677.692030933545
5357.90282609516,3695.93603078801
7968.0661332186,4330.41326924554
2813.5670827145,2150.55241360073
2680.58968374502,1833.85953777555
2032.56496201755,1211.14610157295
2442.58894535823,2258.0032259499
3748.25646875322,2565.35782575828
276.29489433285,119.618868977115
146.082821298181,24.1339860693943
2840.34880047287,2069.49941180989
507.712913978316,280.43125856514
2861.69029835091,2652.71719576827
3679.03260614658,2750.2637759784
317.444572997049,92.1699970489431
2494.31890333921,1597.49200586977
405.154382538878,163.844297385687
3129.62880457937,1981.16983130465
250.084143757829,123.580561832728
2782.6671154961,2038.93778120945
980.618440496676,574.12206056539
405.78560008213,101.386996753837
626.172234187071,380.039536077682
3159.71710423843,2630.15980175366
3186.91970895821,2197.72889893236
1059.34086078035,474.998888300474
2385.68867104552,1931.32526711108
4246.08024202957,3409.31968031564
2907.37851130929,2559.33443560026
2098.15197591615,1307.92459847434
2743.71188966575,2561.19400571616
475.550662205224,17.8680432875583
402.328900326547,146.825188281474
495.539368273377,89.2189401258848
1035.83539276148,564.298679300963
575.82476041697,352.065133464581
131.324249142709,8.93402164377913
381.588739426004,157.780481790362
490.068778598899,289.688683707336
6201.8468155956,5924.10528400891
173.946768741163,20.0510169018753
2979.42815719189,2573.84716759174
4147.33919747904,2621.50875817099
666.239814881992,426.043683727549
623.557195455447,83.5998043408835
200.30778770289,166.674077996839
444.019627975384,73.1700415169241
5220.23605995048,5083.29661356112
3343.16240243192,2235.56710824719
3669.56415483302,2639.09382339743
227.720873536325,74.099826574874
1195.14381722807,636.943190132959
3101.73495775416,2042.01011444441
796.391806905048,444.033003327014
4952.41767811229,3948.10990867894
4318.97136077136,3067.2396298647
1486.76835439036,1200.31208437597
1006.58871649342,808.710873229871
2821.2920745191,2400.90714681306
1672.61809730295,484.135037130764
536.598840746007,254.195149756032
4946.22570233595,2192.63529383229
3102.48641258655,2342.24983728761
2978.31602812504,2536.29193633802
3407.00595682156,2874.61242111987
2714.07428226794,2581.60885155375
313.657230104578,93.9891417275406
3179.94647304963,2635.37468316563
814.8475345779,529.451952346495
4640.92489796871,2980.44621597694
638.796735583943,30.1169507901152
3065.33455792848,2457.09850466307
2744.49314979798,2421.20071633875
