"Marker.A","Marker.B"
4229.5301236905,4977.15363824667
4280.72892699386,3571.93205924245
4517.61650532935,5889.24607384843
4137.09896399725,6506.66633001883
3633.45235613264,3702.75839992908
8183.2582181551,317.51895371632
3956.17327231346,3357.16472249358
4262.62226444216,6027.0630575601
1938.28343637114,872.026276934299
4110.72922928531,2360.10861540278
5075.5276285694,7261.78982183813
3569.16051579372,2271.56483992319
4485.79645532802,6294.79766602199
4199.90617509177,2546.63048988794
4425.019452677,5035.69033648297
2380.92247589475,3647.74535450718
4015.73336595528,6129.58769623452
4483.92841092633,6884.93826132411
4508.2208500703,2949.56756803877
3191.03136788466,3269.98486662912
2670.74126236294,2120.73342869499
4158.72793254596,4156.95779741712
3750.99697701813,5496.53870995249
3576.05400983669,3375.86232459615
4317.16546772779,5139.12411394905
3322.02308578449,1755.2484287807
3649.1202678885,4387.63802300693
3345.80008445001,6859.25022762412
4313.7711257255,5281.60138539234
3610.08113320249,1527.63728660946
4110.18523627283,6581.34299036635
2460.23122383498,3693.60865798765
3431.35679349212,3600.40459477645
3491.43481484885,3972.70919276638
4893.42305939094,4901.3970055857
3918.8632209438,5531.49023365668
3436.83161511916,1690.0055633901
3580.04593579973,2907.00042124716
4024.47499081115,667.602508216901
3729.25614051349,5490.00305917853
4095.84462013464,5203.45773483417
3661.83566078853,390.320409592219
4199.70578788606,6496.37995316018
3481.04310990015,191.466146683457
4899.46113265455,5706.36160024044
2824.92403149554,3763.51170539604
4025.21746883734,5658.73668178041
3608.012990004,2965.59399351485
3875.18974256229,2089.58950510687
2827.00403231297,902.772240873439
3930.26112124727,5484.54738071802
4171.48711562811,4336.48945173249
4887.50870899287,5658.05461625903
4479.26464390729,6518.31683792023
3582.7155785889,5139.74909401142
3596.6350818452,4044.26052994683
4301.40700703479,6318.09868182479
3873.5597508876,6771.90017252076
4997.7689806582,4297.73011648459
4607.66520991736,3884.50666147511
4446.20438726362,7000.30670542089
4004.65887884265,4817.79725371178
3838.86429690114,6467.22492924955
4830.60161068187,6144.25020209547
8489.67525267319,6789.2338550082
3511.67164455302,2830.84588179411
3916.0010869703,5408.50658932775
7806.08164063227,546.607710708549
4087.22907347138,5482.72868027944
4305.80049923369,3111.87886507421
2780.73983119575,5593.55058470738
4204.23805902384,5071.83515770814
3873.74390254186,5066.09532051833
1471.34344730834,2689.50545669567
3320.66192127327,2980.54086953273
4592.25513629053,1894.54308017027
3710.66721255243,5507.50757518776
3900.86657151672,4911.91087856989
5453.28210240459,5323.25897053702
3086.93877232598,1938.75809387867
3955.58632967391,4200.2070097301
3466.1424530915,5837.75668124093
3770.40603810752,5198.79744710256
4278.58841936377,5510.00791829247
3929.97228431818,3824.5491695923
2968.54571891192,542.458972117971
2722.54124913095,2148.46723610386
7030.23273648246,6861.69433098032
4222.01748652219,4807.68128751966
4012.34927221295,3976.00577231049
8472.06919577545,908.910090569134
4584.10000900664,6110.09449197542
3559.45236301243,3450.70981846546
4429.14325585091,6292.75146945786
4003.52892703965,1563.15712777226
3692.94103160422,1606.74705570449
3607.0504420092,2626.70637751983
4324.62467358058,5912.88833383954
3977.90392776078,4592.9710362298
4292.90082355408,6456.88188978714
2513.84656904956,2432.17118458282
3944.62581527992,2502.35839072052
3836.71099607303,1763.88683300873
4129.27597764764,8178.88336650455
4613.11577788338,5071.89224316715
4046.92143462949,5079.56452885832
4019.71714244411,6306.22067779785
4066.07922219427,5964.88938130188
3966.5669604916,5998.07886717126
4510.95207171586,5409.87029751525
4061.90048121783,5660.38497155246
4345.08895863253,6335.14820558294
4260.44763365598,6709.95356953283
8118.25265670311,6930.57406867903
3977.84616454895,3343.35469282053
3899.4734460135,6061.90125605678
4096.28658673424,4671.2850974545
4180.94633688808,5280.06684368305
4747.18391350252,7065.15198116085
4839.91787950951,5952.61347048287
4265.29174896111,6238.53423762012
3000.45258281104,787.176459221834
3039.43826057991,1527.69405492703
3971.93017225392,4467.65703660744
4765.36237963483,4722.43366872894
3794.36271644749,3542.66349869668
