"Marker.A","Marker.B"
4228.78929427053,2529.06931127494
4476.00781608124,6550.4267743314
4143.3022991048,6235.35140613878
4605.19259796587,7298.73045664744
4474.54324558043,5941.75877616562
2818.22996270052,1036.44048599453
3701.35108454368,4397.75398919904
4212.31930686368,5886.4044865554
3614.70271813829,4917.76446382247
4084.21963129696,5838.89331615814
4583.35622000507,8455.25648490829
4045.41012850663,7637.90180851651
4359.24377700812,4832.68725569827
5443.23590331106,7623.80804296941
4442.25235982684,5359.34712915843
4483.52966411508,5488.69601359479
4377.301130319,4715.95468055874
3516.28400629764,3467.81621625499
4477.56101383003,6041.44182754701
4447.87236536307,4964.5369060946
3137.86594054386,4237.77262460178
5669.12644053687,4033.91706762917
4090.62691164458,3902.29491335839
4640.4933996859,3132.22475694884
2829.60098002774,213.57369318034
3958.08737867431,5069.44813981095
3465.99371072149,3440.82113697126
3999.18702131443,2885.97267527878
3813.76919810832,5353.66395457238
4005.93586574188,5361.05208153424
4093.72751602568,5524.61376154966
2740.92858897772,5564.395983652
4128.82613456221,2130.05379273059
3560.16121457677,2471.49883728933
4681.7007899109,6590.60690322581
3190.54629138273,2082.20137814501
4443.38505486501,6560.08817112768
3591.10336149681,5229.77074859652
4149.90441901828,3764.76208837602
8898.16705387065,1632.37810965928
4394.66287177458,5158.44690754162
3687.66211219787,5529.33071188504
4477.74910251096,6796.7923926366
3683.30813952336,241.705394167053
2949.64386527647,2871.93536090782
3961.14883446354,5140.82906632487
3865.88281822917,4131.3835117799
8189.1777315544,6388.74045735832
3496.81520757756,5843.61026649351
5293.75201278146,4917.70737836346
3452.26146674945,5728.01474912644
3949.24330539908,4035.33786127569
4371.52259959164,5405.38084330542
4035.22356265669,4294.94519179533
4954.62199017696,6359.52877084393
8010.288402621,1465.7474519391
4026.67877574684,6048.60245838333
3442.38145607707,2426.26072529886
4463.14107040284,4371.89554483252
4065.84720225857,5081.83779869274
4472.07104870797,4791.14341861636
3834.33022474575,5421.69163893843
3942.61940643028,1412.32561083025
4883.09936795773,5535.12763453386
4109.50548540929,6541.67451632678
4128.49611322451,5734.94788383722
3808.02985194431,225.110545518554
7455.6509446387,941.247311678224
2987.42089029621,2871.19642135506
4205.00279116691,5444.02643049055
3756.04059353223,5998.64718462986
4454.58849609059,231.759838641469
2703.30777882877,5164.75506219003
4767.16597232438,4753.80487701497
1976.03898094984,582.070730696872
3557.14070317451,4283.46551741571
8466.43408231484,6659.42997832076
1504.1413651354,2936.38251842808
3059.66243234517,4559.61071683865
3801.54348661848,2821.86655051921
3130.0154867559,1732.62937278546
5496.53573733282,2685.47036045405
4103.20723263842,4920.15148171966
3314.12731157948,2107.26422035501
4052.47034596405,6107.47997795269
3815.08759265474,478.977933134573
3947.24289891994,5538.82169801479
3975.62143760759,3811.07996125232
4240.59171625873,4954.76176123554
4121.10970447556,3111.0263888863
4130.32045036583,4749.03084122059
7702.86013169691,3061.52610738392
4050.35264796164,6900.96489822781
4080.78619379877,6208.41341231406
3771.16879257637,1921.08337863054
4291.13564783409,5044.32884642482
4207.46640491855,6095.09074192615
4911.10002561842,5862.535153294
3921.92587579525,6153.85493628799
3455.98903859216,4659.40709342756
4749.09458560497,4522.67008202933
2709.71352033434,701.417397003889
3779.19697822098,4855.07913270941
4385.84273691388,6069.63020435171
9627.40910804028,742.847697450656
4445.42557203563,5646.00620156556
3607.63516635187,7817.88845508296
4070.90017289622,6160.56099772848
4424.5164156566,6569.18125046536
3520.46442467483,6217.96106104757
4597.64290792414,4194.92131908087
4132.00914077988,4571.26122474005
3673.11708306837,1770.53612613164
3560.75475876248,3724.24113814855
4232.58888604817,7554.70080914516
8706.88153803769,1731.60638021721
2881.32669140122,3069.93712120022
3020.06149025573,992.680041681962
3099.08574972617,6961.83152890229
4012.8987172213,5950.28353804469
3777.6069608073,6168.57410475271
8321.75476967875,8718.72828957539
4480.9177905578,6594.30096670674
3824.00677371921,3650.53027919645
2860.48024763905,5878.16388340563
3599.69163647408,4946.1232512937
3804.31951141931,5511.20163866869
3200.94769279101,967.787715852308
3186.70636208094,206.810718065788
4596.49332816358,6086.73639071361
2048.25824717331,4709.07820845172
4531.03909964626,6275.41778697042
4438.33529589233,4444.07186207534
5232.0057573492,6619.64775621842
3950.30326384263,4854.39706718803
5147.71231431806,7266.39302411073
2681.4452970162,5150.26296699561
3925.13176060741,5580.82052734779
4756.97770245645,4931.91531482858
4291.86374849431,4916.68449150902
2827.21222893403,5889.98522482882
3441.6204423133,5278.58896457753
4713.31776021746,5082.12195742204
2102.20391348246,908.171256730185
3478.06435022764,2569.36318823213
4142.84373728696,5629.18417393295
3826.927179014,2959.05834274089
4774.79889016097,6604.64400616915
4973.18413646025,6691.31241860639
3894.99891964196,5542.34535082919
4073.30117870281,5127.30319538112
4410.51187116004,6025.81309743537
3665.81477207136,3428.03399415265
2900.53015315454,5196.52417726814
3664.86023024955,3465.65648305572
4841.20041431394,5476.13636690172
3576.90930935389,5981.93890506003
3965.62114774915,4077.16627994215
7637.71889942279,1904.03385487239
4427.15031421688,4822.57128950616
3759.74180059928,2259.2891405318
4781.10046126677,5012.04807649186
4652.43398511964,6979.96102497389
4467.32597346133,6396.01483625741
4173.31580341156,3474.92018448755
4680.16172027776,7360.84704744665
3787.31541434603,4559.95196102696
8606.95489729404,4721.86535127033
4035.43102690527,4204.5260532734
4870.70354828395,7694.33607044017
4058.63371803472,4860.59147377367
3195.21316191773,1740.52894317454
7009.49100098292,1900.62395012076
3841.21942927355,5020.57283837093
3993.30328969596,5887.88236566093
4459.38890537403,4063.41291287286
3219.13394137011,3474.69268836201
4864.87765739078,4168.38123204823
3377.62232857068,3989.19039906592
3170.42226432475,6148.91048982708
3482.26280374995,2672.39905890614
2960.92432436681,4245.04700350087
7137.19221217117,108.662287679042
3408.41525052482,5296.94595677467
3746.10569221554,6758.20346805523
3979.53513366849,2234.79461578041
3610.01378611949,4547.90354633349
4243.51512674157,5474.99973198451
4166.38848415532,6519.05556604536
4346.77955370822,4906.22770398384
4919.64428875803,5879.86883578145
4329.34368976498,5264.43811357142
3534.39522266237,4730.44677575316
8232.4177048325,517.3393615904
4694.47430433072,5668.96639603529
4081.40316631618,6688.01626191753
4341.49246853731,4513.74741335819
2074.12109626903,2536.7984709975
4030.38724133512,3060.73029379977
4507.77273346851,1988.4858715066
4212.32116377821,6815.48978331154
4690.50210525083,5210.61836567049
3842.68583500669,2791.34781842108
3882.8019681999,4863.26265040016
7304.70058694684,2205.81042539156
3910.57359747551,6896.58876922551
4407.33031715781,4668.55725822425
3230.89655087404,7383.12559925026
4250.46557603607,6190.28391624246
3844.15802842274,2754.57780570592
5012.95017076585,4935.95062249782
4366.01719430112,4320.06490803671
4338.84094541235,6237.3976027029
3413.31171800862,3023.10780489671
3684.85008043801,3682.92437433693
4332.78097798595,6262.0623266932
3618.69437423596,5697.15477283999
3638.61399682871,1293.71777836218
3976.8372201183,6804.46467832776
4658.99183907133,6264.39268198663
4078.51277545377,976.596636460683
4256.25032009166,4285.39754306181
4238.05764640901,5260.91446075702
4360.99906825346,4474.36309804792
3821.18478375928,6935.0639457441
9036.12519551318,2169.09707528017
3956.88772536683,2167.27858626921
4420.24187877296,2768.44470941035
3831.21181552366,209.595470970106
3918.71449132101,4308.07357880225
2333.52502111655,984.55308088115
3556.15853369331,4604.28072279814
3902.05843507015,6223.98505696668
4129.65423074973,1731.83366491513
4314.33077411821,5337.18274827284
9870.77893044136,5030.00716189692
3717.90096109673,5654.70179696641
4216.42573518337,7733.37914156212
4116.2466510966,5433.79671623566
3157.45844964573,2124.76831350899
4164.77728373496,5238.35217307936
5109.28369656302,6813.55775766544
4635.92210025408,5138.49871103144
8720.03148580835,1960.29728327427
4027.72376512863,5709.88525305484
4429.26042325144,5200.84322081144
5152.0715417636,4840.35954138944
4418.60765395416,4262.09652725902
2236.84603343728,4687.76630375404
3331.45602596079,4448.05008428557
3842.87070389761,3739.07405467603
4106.01775965546,6468.98696708438
3699.30862819586,2336.46656683929
3915.55101985552,3511.06500571272
3585.29115400868,2276.96385577994
4155.4500139611,1903.06784204934
8633.27181537763,874.072209213895
8826.8062273327,377.021796917937
4003.44994562068,275.974958063688
4699.44424135571,5816.72893527255
4118.70101252005,6140.27197988524
3710.70345579089,5598.15420983523
6574.42481288787,884.358744643261
3835.51407385667,5153.61620914348
4197.68243092352,4132.74764282266
4071.38253853647,2369.71313816767
4782.02039304257,4838.48417834709
4137.76729619208,4954.93217190207
2266.04035475938,2816.86544145454
4700.43182404487,8422.63489364227
4210.40940783297,4456.85900489394
3460.67943573859,2306.74364832531
3825.07841027577,3117.7895357858
4048.34315546133,5132.02014571649
3967.03970313502,4988.23582868947
2225.5994232584,947.328287342533
3685.01917431795,6322.58813603462
3993.45259232611,5545.35734878874
3549.52700779077,5142.47693324167
5299.26258929288,7466.21327341409
2876.9073294499,3948.38529010914
3550.34383365941,5348.0945280491
8512.30063929832,1871.98079249261
8583.36195686769,1091.39676309886
3970.15148814233,1392.83240657115
5279.07369973575,6543.26572063983
2690.80769450621,1275.19069263995
4571.38740255901,5513.92947789894
4747.24562617712,3317.66665912054
3697.13398061381,3480.035041615
3383.50434591759,6827.93610479709
4025.69276908812,5864.80842312842
4173.205795664,1607.99733297066
3950.25016116068,2823.00318543642
4409.40492972392,5624.80804493065
3925.98822869608,4717.48922226802
4171.03412825068,5763.07959803815
3749.57387188228,6086.67972810985
3961.63450844552,6100.7739165122
4499.68531171967,5125.71156821283
4221.74468271603,5713.23849520271
3922.37818104892,5558.42865033665
4402.79889303026,4535.23015157765
5149.38347174584,3938.43973458356
4943.61462091819,7725.08187580859
4368.35737271689,6066.78861705868
4434.90568063981,3916.33243915698
4298.66211276518,2519.97623193727
3864.84876292811,2063.39002797967
4385.37241583996,7096.01111173679
2489.03776710331,1940.51992028588
3754.23107352675,5465.7362419803
4712.36526058841,5050.63700107323
3360.66629309011,2498.20975784375
3522.26204949143,4932.02906289135
3898.16155570341,3966.11687938867
4118.62681051136,2110.67412510664
4059.34945832886,3973.10709955846
4346.87680336418,5596.27842393764
4503.31893856532,5920.90144086377
7694.21969181324,4611.89592303029
4124.90874352771,4318.30329305714
3805.69992450113,234.658273537425
2255.04039605231,3207.69723088051
4501.68640456226,5961.08156975818
3299.64404865358,5214.02827042212
4448.49590690303,2364.9961878323
5362.82800696513,5443.11686884363
7071.48414919429,1639.25479319392
3397.77607050668,3458.21148206247
4152.8179681459,4419.69087395909
4028.77862398077,6837.02918413477
3093.73474044532,2410.85927988514
3896.39160524989,1792.5300963507
4116.96437879835,5505.34763056086
3822.46725868798,1847.14523498052
3982.20993098306,4750.62204553363
3904.52779152662,6276.21360055456
3887.65647707876,5858.67067914654
3308.22707273906,3716.62551506114
4411.48405078063,5857.30697095904
4408.83372056083,5791.66630449018
4555.06244895915,5689.3120764823
3699.79322130762,1725.46853052152
4088.23934529196,4496.75497505905
2942.58461560073,7529.92149138159
3909.2794958845,4345.86668979947
4381.69826017859,6565.94175638026
4173.90116745496,5387.76300208867
3313.68651465719,6335.65943758253
3859.07353727313,5551.38134470785
3972.58216548277,6413.97392166248
4070.17671474077,5109.45785803883
4466.78297431353,5484.77487684357
3935.67945059692,4049.77329386635
3648.57636680618,2200.07037677413
3643.67266636769,2059.86658659289
4392.87186746929,4080.1211924427
3949.85368967897,3063.79937721834
4624.99373541283,6065.42448601593
4206.90108888342,2509.57610701585
3435.78087456513,6873.45816408924
7440.95964224996,4672.76255370477
2672.12752129085,474.658731020558
5273.80671375371,6379.07906056204
4020.85042706809,5632.53741608083
8995.74260622325,2591.47069508633
3717.25261671502,4062.39002601843
3762.3994199675,5218.12024069513
9076.23552942392,5029.32509637555
3139.4032557617,203.628137654755
4008.9334143476,4300.74211444415
3509.95234920399,6651.07562710822
4485.92868319401,5332.80661927053
1843.57169397574,486.934377555041
3457.40833899867,2623.75104216404
4077.37496645538,6679.83274422677
5318.06717250816,4503.63144716607
3249.50116550673,1572.42072349028
8328.08759036356,1372.8844214886
3826.25808502101,4019.19789916446
4612.96842386934,5246.53611362537
3632.85640633735,5528.3078250306
4522.15752716912,5725.17316183341
3661.92118890864,6714.72718247196
2693.10310283565,1123.0521301142
4079.63512607146,4777.44671415083
4151.67338135704,4809.10208116617
4139.16459487833,4794.43957530522
3619.62027423134,4279.54395780923
4414.35208823165,5799.56566345164
4326.74872163807,4545.17570710324
3335.03981973108,5322.91772634871
4340.06746086106,6899.08953518547
3558.97723739862,7572.65947169497
3465.30060669376,3534.25248488037
3310.56261586296,2730.70847244452
3703.75528179084,3056.07021749579
3000.94103369252,2103.797441572
4011.92017972364,6301.10582067041
1796.34578573122,2536.74159696611
3963.4818306485,5422.43036706357
4210.4918260373,4800.2931605578
4674.32362115377,3983.22306575057
